app_package,rating,votes,date,uid,unix_timestamp,app_category,word_count,review,classification,app_name
todolist.scheduleplanner.dailyplanner.todo.reminders,5,10,"October 10, 2021",XBMTiZV1WtJvCTsP,1633838400.0,Productivity,33,So when I am bored I know what to do. It is very helpful to me to plan than writing in a book. It can even remind you if you have not done.,0,To-Do List - Schedule Planner & To Do Reminders
com.playmage.rpgGame,5,3,"August 12, 2020",sciMsEhZFuTV7Gjg,1597204800.0,Role Playing,23,Very good game well worth a go a little slow at first but once you get into it its a real fun game,0,Final Chronicle (Fantasy RPG)
com.designkeyboard.keyboard,2,1,"December 13, 2020",zduGTpTL40s75OPF,1607835600.0,Tools,42,"It was a really good app until I notices what they were doing. It may say it's not picking up your personal data but I can tell just by reading it, it is. Trust me guys do not download this app EVER!",1,"Design Keyboard - Fonts, Emoji"
com.thetransitapp.droid,2,0,"December 23, 2019",xTRJg2LmIxIqXW7W,1577077200.0,Maps & Navigation,64,"Painful to use, could be better, wastes a lot of time setting up and forces location service to be on. Usabilty issue trying to do too much while ignoring simplicity . Even njt train schedule has better app showing from and to destinations and all time for in between stops. Also did not find start working hours to change once set to setup alerts.",1,Transit: Bus & Subway Times
ru.iiec.pydroid3.quickinstallrepo,1,17,"January 9, 2020",zSrm2HaFUhaDpjCi,1578546000.0,Libraries & Demo,22,When I tried to install pyqtchart I got the following error: ModuleNotFound Error: No module named 'sipbuild' Can you please fix it?,0,Pydroid repository plugin
co.yellw.yellowapp,1,16,"May 23, 2021",h0fE0Fb6o5q0xDQb,1621742400.0,Social,44,"Never got past signing up. You don't need my phone number. Tired of everyone acting like they're entitled to it too provide a service. It's private information. This app expects way too much private information. Oh well, not like there's a shortage of competition.",1,"Yubo: Chat, Play, Make Friends"
com.emn8.mobilem8.nativeapp.popeyes,3,31,"March 13, 2021",sYvnTsHdH0lJiPds,1615611600.0,Food & Drink,60,"I would not recommend this app to anyone! The app will not let you make changes to your order, modify your food, and asks you, your location every single time! I cannot tell you how many times I have allowed popeyes to know my location! Its very disappointing, and takes up a lot of space on my phone. Considering un-installing....",1,Popeyes® App
com.mapmywalk.android2,2,1,"October 14, 2021",tHzRq1z32AAxvTu2,1634184000.0,Health & Fitness,48,"Installed to map by walks. WAY too much privacy invasion. Couldn't figure out how to turn off Facebook link. Turns out that Google Fit that comes with my Pixel already does map my walk, you just have to long-press the Fit icon on your Android homescreen. App Deleted.",1,Walk with Map My Walk
co.ninecount.wink,2,26,"January 17, 2022",Umnd7sPaWYZD3Ed4,1642395600.0,Social,82,"It's meh. The app is decent altogether but there are some problems that need to be dealt with. Firstly my ability to rewrite my bio stopped working for almost a month and I could only rewrite my name and images. Secondly, there have been accounts on the app that have blocked numerous times and they always end up adding me again or messaging me again which is certainly disturbing because blocked these people because they made me feel unstable and/or un safe.",1,Wink - make new friends
com.dropbox.paper,1,18,"January 10, 2021",qJuBxjOxabf6yoJI,1610254800.0,Productivity,20,was ok until most of my saved notes suddenly disappeared. cant find a way to get them back. wouldnt recommend.,0,Dropbox Paper
leyi.westgame,4,0,"March 25, 2021",32aDW8DudCAPX6TZ,1616644800.0,Strategy,46,West game is a very good game to play it is a strategy game it keeps your mind alert and watch out for enemies and you can get resources and you can build two tows and then you have two types of troops and and weapons,0,West Game
com.activehours,1,0,"December 19, 2021",KIMrcej5RM5MDkGi,1639890000.0,Finance,44,I thought trying this app would be a good thing but they don't even let you try it they just take all of your information and keep it and tell you they can't verify what ever I don't even know what else they need!,1,Earnin: Get Cash Before Payday
com.cupidmedia.wrapper.muslima,1,90,"October 4, 2020",lYu7FZEfYcTlDkfl,1601784000.0,Dating,90,"THIEVES. B.S app please dont trust this app. You can use it but dont subscribe. When you pay for a month membership, they renew it when the month is over. They don't even notify you or warn you that they ll take money from your account to renew it. I didn't consent to taking my money or using my credit card for membership renewal, I unsubscribed on the deadline, yet they didn't return my money despite filing a complaint. DO NOT TRUST, better yet dont download:too expensive for mediocre services.",1,Muslima: Arab & Muslim Dating
com.pomelogames.bulletboy.google,1,1,"March 3, 2021",0Ey5zUtzKnvB7gdb,1614747600.0,Arcade,34,"At first it's good but the days go by and it's the same of the same thing, and that's how it gets boring, it also steals your data and fills you up. Virus mobile",1,Bullet Boy
com.ancestry.ancestrydna,2,0,"September 23, 2019",PyNN1NGwHqqtJZ4d,1569211200.0,Lifestyle,23,Im sorry.. I tried to download this app because I just submitted my specimen. Went out to do an errand.. Still not downloading?,0,AncestryDNA - Genetic Testing
com.asobimo.pokebel,4,0,"February 23, 2020",ziBZ72VjIKduWMvL,1582434000.0,Role Playing,34,Same as the old game avabel but i hope this game dont disappoint me at all like the old game that have so many bugs that tose guys who manage never check it all,0,AVABEL LUPINUS
com.vmons.mediaplayer.music,5,13,"September 27, 2021",CWeE9CVW5dhw8DC2,1632715200.0,Music & Audio,55,Now guys...this is more than perfect.. Actually I am enjoying alot by using this amazing app ... The thing made me rate 5 and love that app is : I can change the place of the song in the Playlist...it's the point so I love the app I hope all Peale love it too 🧡🧡🧡,0,Music Player
com.easygames.race,3,202,"November 17, 2021",rEJorcXfhjqFYcmg,1637125200.0,Racing,37,Fun game but there should be a speed or boost button. Its hard to win when everyone is going the exact same speed 🙄 in a real race there are different speeds produced by each car ngl,0,Race Master 3D - Car Racing
com.keeptruckin.android,5,11,"August 16, 2019",lXfOJBhIlkwcfKwP,1565928000.0,Maps & Navigation,51,Been involved with KT since 2012 with the beta team and launch team in 2013. App is always being updated and is great to use. i am now teaching more and more people how to use and the response is great. KT staff are always there to help out as well.,0,KeepTruckin Driver — ELD
com.vzw.hss.myverizon,3,1,"February 19, 2019",Jb3HsnratnHExXN2,1550552400.0,Tools,40,app works well enough but I'm annoyed by the fact that the health check was turning off my location services. i wouldn't have known that was what was causing that issue if i hadn't done a Google search. VERY annoying!,1,My Verizon
com.zepni.catcondo2,5,1,"April 24, 2021",90bqEYRUqpIYeUeF,1619236800.0,Casual,34,"SUPER CUTE, and SATISFYING. So you basically merge little kittens into different breeded cats, and you go on FOREVER. Also, you level up every time you unlock a new breed. I LOVE it :3",0,Cat Condo 2
com.thumbtack.consumer,3,0,"March 6, 2021",QHl32v2XqZ2HJAmf,1615006800.0,House & Home,66,I was able to find the Pro I was looking for but they over abuse your email and I got an alert from my phone that the app was draining my battery even though I wasn't using the app. To preserve my battery I have to delete the app.(not a very efficient way to have an app designed) think twice before giving them your email address.,1,"Thumbtack: Hire Pros - Cleaners, Handymen, Movers"
com.ideashower.readitlater.pro,2,4,"December 13, 2019",eOrWIX4w7aET0t0u,1576213200.0,News & Magazines,27,"Love the app but it's terribly invasive and I'll be switching to an open source version that doesn't hover & use my personal information. Otherwise, 4.5 stars",1,Pocket: Save. Read. Grow.
com.sudy.cougar,1,9,"February 3, 2020",PYLpZFw9cx8uPzc6,1580706000.0,Dating,34,WARNING DO NOT DOWNLOAD. My account was hacked. Personal information was stolen. Customer support refuses to help. I now have to pay international lawyer to force sudy to delete account and secure stolen information.,1,Cougar - Mature Women Dating
com.jds.batim,1,3,"March 5, 2019",Gp6rgPihyLE4Cpjz,1551762000.0,Adventure,38,"well the game looks like fun but my Asus ROG phone is apparently unable to play it. it gets to the loafing screen an crashes. hope you fix it soon, if not, ill just have to refund it",0,Bendy and the Ink Machine
com.disney.thoughtbubbles_goo,1,2,"August 7, 2020",6b5wPytO2SEbkovG,1596772800.0,Puzzle,42,"When I open the app and try to play, a disney screen comes up and then it asks me to allow having photos and files to play the game and I tap allow and then just the screen dissapears and turns black!",1,Inside Out Thought Bubbles
com.naturalmotion.customstreetracer2,1,3,"March 12, 2022",5KTohl9HOXrOc6pk,1647061200.0,Racing,69,"Been playing for over 6 years, but thru a bug in the game it loaded someone elses profile and not mine, you aren't allowed to share profile information, the game detected this , thought I had broken the rules and has now banned me, and labelled me a cheater. Dealing with support is a nightmare! Before anyone gives this company ANY of your hard earnt money, please think twice.",1,CSR Racing 2 - Car Racing Game
com.tdr3.hs.android,1,3,"November 2, 2020",5dMZmbDRezIIlC4t,1604293200.0,Productivity,33,Kept trying to login to my hot schedules app and it keeps saying download latest version. So I uninstalled it then reinstalled it and nothing happened still wont allow me to access it,0,HotSchedules
com.mad.gunz,1,3,"April 7, 2021",8DD3CK88yQk6aO2e,1617768000.0,Action,30,Do not install this it has a virus it wll make my phone stop working so im my other phone because i have 3 phones Warning:DO NOT INSTALL THIS APP,1,Mad GunZ shooting games online
com.hp.printercontrol,2,1,"October 24, 2021",UH1kfWcdE1Ej6sbh,1635048000.0,Productivity,20,"This app exists just to let HP collect your data, and it is not even efficient or easy to use.",1,HP Smart
com.vivaldi.browser,4,0,"April 23, 2020",iUFs3JLRPftcFvik,1587614400.0,Communication,47,"A few niggles, not bad for a first stable version. My main problem was, I couldn't set the sync encryption password. Cured it by uninstall and re-install. NB if you want to block ads and tracking you have to change the settings, they are enabled by default.",1,Vivaldi: Private Browser
com.teamviewer.quicksupport.market,1,0,"December 20, 2021",2Zc79BBg8eCe1hCz,1639976400.0,Productivity,44,This app transferred funds out of my account and now they say the can not locate where the funds were deposited. And Cashapp states I should verify whom I'm doing transactions with. I'm out $220. DO NOT USE THIS APP. THIS IS A SCAM,1,TeamViewer QuickSupport
com.zloong.eu.nc,4,3,"November 4, 2017",j7c4ijFkAx5lqMWJ,1509768000.0,Action,40,"Its a good game especially on a phone, graphics and controls are nice the only thing that puzzles me is why would you feel the need to ask permission to make and manage phonecalls, texts etc... Access contacts. Hmm no",1,Naval Creed:Warships
com.tplink.tether,3,1,"January 18, 2020",KEK2oo82Zoufekh5,1579323600.0,Tools,44,"I wish the app itself had a secure way to enter it such as a password, numerical key, or fingerprint authentication. As it is right now, once you open it on your network all of your network passwords are available. I don't like that!",1,TP-Link Tether
com.pieyel.scrabble,3,81,"March 11, 2022",O3QWRxccNu59GSIT,1646974800.0,Word,93,"I really enjoy playing the scrabble game. However, I notice that there are flashes like there's been a screenshot. And when checking my phone, it appears it's saving ads and storing other things. What the heck is that? My phone storage was being used up with all the hidden things saved from this app. Also, When my chat is turned on I am continually being hit on. ""Where are you from can I get your email or your phone number?"" Is this a hook up app? I hope you can fix this issue.",1,Scrabble® GO-Classic Word Game
com.gamecircus.tycoon,1,2,"November 30, 2019",dBjeDjuLp8dOLMST,1575090000.0,Simulation,26,Game wouldent let me watch the ads to multiply my profits even after i spend jewls to upgrade them. Im uninstulling it. Not worth my time,0,Taps to Riches
mobile.fourkites.com.carrierLink,1,11,"August 18, 2018",8KK4aUDNoLpN2NHM,1534564800.0,Maps & Navigation,73,"Invasion of privacy. I'VE GIVEN YOU NO RIGHT TO THE INFORMATION ON MY PHONE. Fix this or I'll see you in court, and from the reviews, I'm sure it'll be one Hell of a class action suit. I'm calling a lawyer just as soon as I get my load delivered. You have the right to my location, not the right to my photos, camera, etc. Expect to be hearing from my lawyer shortly.",1,FourKites CarrierLink-The Ultimate Trucker Toolkit
org.iggymedia.periodtracker,2,2,"September 30, 2020",RvntV8dmU1wOvzSz,1601438400.0,Health & Fitness,68,"Used to really enjoy this app, but now all the extra bells and whistles, the incessant notifications, and other useless features are really getting on my nerves. Somehow the notifications keep coming back despite me removing the apps permissions for sending me notifications. I just wanna track my PD I don't need to know other people sexual habits during such. Will most likely be moving to another app",1,Flo Ovulation & Period Tracker
org.mozilla.focus,3,1,"July 2, 2020",7vG2LElev74Hoe0a,1593662400.0,Communication,22,"Great application, design, very fast and good for privacy. It was working fine but recently, a black screen appears when switching apps.",1,Firefox Focus: No Fuss Browser
com.belkatechnologies.clockmaker,4,61,"April 11, 2021",YU2uFPPFL9J3EAOP,1618113600.0,Puzzle,96,"I like it but it's a bit to expensive if you want to make good progress and have fun. Other than that it's well put together gaming wise. Lots of things to do but progress is slow and you run out of rubies rather easy, too quickly. I am now completely stuck on what seems an impossible game to win no matter how well you strategically move. I'm embarrassed to say how much I've spent trying to overcome a single level...it would seem if you've made it to 1st place there should be bigger ruby rewards",0,Clockmaker: Match 3 Games!
com.godzilab.idlerpg,1,50,"November 3, 2021",EoZTddzAfGcWPrhM,1635912000.0,Role Playing,69,New Devs are so money hungry its insane i thought this game was slowly becoming pay to win but now it is just 100% pay to win. With new devs now i see multiple new 24 dollar skin packs and tons more pay to win options. Its just sad honestly. Im probably going to get my entire clan to quit this game with me and go some place else.,0,Crush Them All - PVP Idle RPG
com.sandboxol.indiegame.bedwar,1,3,"October 1, 2020",8syadnL8u1gl02l8,1601524800.0,Action,35,This game is really fun but I keep accidently clicking on the home button of my phone and when I go back in theres an adld and when the ad is done Im already dead,0,Bed Wars
com.stgl.global,5,15,"October 3, 2018",eserB5Ko9QZ8cbJ2,1538539200.0,Strategy,27,After a hard day at work. You owe it to yourself to lol off some bad guy's heads. This game is more addictive then drugs only safer.,0,War and Magic: Kingdom Reborn
com.igg.android.wegamers,4,2,"June 29, 2020",6rxB8oEMzg0ENNq8,1593403200.0,Social,24,It glitches sometimes but it's not too bad. It would be better if random people couldn't follow you with no way of blocking them.,1,WeGamers - Where Gamers Gather
com.sand.airdroid,3,0,"September 17, 2019",Pup0WhueAl4nmVen,1568692800.0,Tools,25,"I only use airdroid to transfer files locally to pc, phonecall permission is unnecessary and should be optional, provoke when needed, not required before using.",1,AirDroid: File & Remote Access
com.duckduckgo.mobile.android,4,2,"December 4, 2021",RDrz0YxeK0KbbxkT,1638594000.0,Tools,41,"Great really works the best, one tiny thing no voice input, though I must admit maybe I'm just not doing it right. If you want privacy and freedom from pop-up ads this is the browser to get, so go for it!",1,DuckDuckGo Privacy Browser
com.fictionpress.fanfiction,1,0,"March 21, 2022",lV6T7rj41hRRNWBc,1647835200.0,Books & Reference,27,"Deprecated the previous iteration of the reader app, released this one that requires an account so more activity can be tracked and data can be sold. Classy.",1,FanFiction.Net
com.ttxapps.drivesync,4,3,"April 19, 2019",fJIoNKRCoqQin2cU,1555646400.0,Productivity,63,"Great app to sync all important phone data. I would like the option to encrypt the data before syncing though. From a Linux PC I can sync files with rclone and the crypt module to keep everything safe. I would also like the same option with this app, but it doesn't necessarily have to be rclone, unless that is what is already used.",1,Autosync for Google Drive
com.mgae.comlolsurprise.ballpop,1,1,"March 13, 2020",7rSZD75ExJbvzKnu,1584072000.0,Casual,23,I was happy and then it asked for me alowly it to ask to have pictures and now im sad dont donload :(,1,L.O.L. Surprise Ball Pop
com.sec.android.app.sbrowser,5,0,"March 5, 2019",fPWNhzhC4jLroNeU,1551762000.0,Communication,71,"The ability to have a password protected place to save private bookmarks, save and reopen private tabs, all with built-in ad blocking... Just exceptional work. Only found one other browser with similar features and it is locked with a pay wall (for the version I have compatiblity with on my cheap/old tablet that can't use this browser at all). Thank you for improving on Google's base for the betterment of Android!",1,Samsung Internet Browser
com.byv.TheArchers2,5,1,"July 9, 2020",oacf8wFb4wdEmAr6,1594267200.0,Arcade,44,"Super!!! You are right! Nothing can stop me. I just finished Level 200 :) All it takes is the right tactics (correct weapons, helmet, armor & special attacks). I cant wait for the last world to be unlocked so I can start level 201",0,The Archers 2: Stickman Game
com.appatomic.vpnhub,1,4,"April 29, 2020",CMXVsXKWUc5P2fti,1588132800.0,Tools,39,Scam This app collects your info to push intrusive scam type ad's and does NOT even work well in fact you can easily get an ad free VPN app with video player/downloader free of charge that works much better,1,VPNhub: Unlimited & Secure
com.ubnt.usurvey,1,9,"October 6, 2021",DlVg3bksx3QJKvMw,1633492800.0,Tools,25,Showing wrong speed not even slightly There is big difference between actual speed and shown speed Upload speed matching But download speed is totally wrong,0,WiFiman
com.dreamotion.ronin,2,0,"November 29, 2021",BM7RbRDBVspp1t5i,1638162000.0,Action,26,Why this game need to access my Gmail account information and be able do delete my activity and change my information I don't really get it,1,Ronin: The Last Samurai
com.sumoing.recolor,4,0,"April 9, 2021",UKhBJiC61lkCiBz1,1617940800.0,Entertainment,53,I like the game but there is one thing that I don't like why do have to pay for the other one's but it's ok but I love the game the you made i love this game I Iike this game I'm 8 years old I love your game wow love it .,0,Recolor - Adult Coloring Book
com.eyougame.forlands.en,1,0,"November 26, 2020",CfmcrnoM6P5hYMZc,1606366800.0,Role Playing,33,They cant play the game and you guys always saying the same thing. What kind of customer service is that. Cant you just update the game and fix the bugs and lag issue?,0,Forlands
com.greendot.walmart.prepaid,1,0,"February 11, 2019",0XBBAdUb4ZYavuiS,1549861200.0,Finance,43,"Displays personal data (address, phone, etc) from when I got card, not current and CORRECT info from W*M site, but won't let me change/fix it. This is seriously borked: website and app _together_ provide info & services that *neither* does right and completely.",1,Walmart MoneyCard
com.google.android.apps.messaging,4,2,"February 22, 2022",qLGzq1zN1PKQnxYE,1645506000.0,Communication,38,Just upgraded to the Samsung Ultra 22 and my bubbles are now dark green. However the same app settings in my Note 10+ my outgoing message was Blue. Can't seem to figure out how to change it back.,0,Messages
com.splendapps.splendo,2,8,"January 29, 2018",JolFbmJSgkBu9fKp,1517202000.0,Productivity,51,"This used to be my favorite app, until the ads started getting out of control. It also opens on it's own, crashes and won't allow me to turn my phone off, to restart. Because it freezes my whole phone. I think I'll switch. Which sucks, cause the lists are very helpful!",0,To Do List
com.merriamwebster.premium,1,5,"January 26, 2019",xVCzxnQhNITRHnri,1548478800.0,Books & Reference,21,please revert this latest design or ui whatever you want to call. I'm pissed off with your new update. thank you.,0,Dictionary - M-W Premium
com.ithersta.stardewvalleyplanner,4,0,"January 20, 2020",etnaladxHJL5HrqK,1579496400.0,Books & Reference,21,Could definitely use more info like who likes what items but other than that it's really helpful and easy to use.,0,Assistant for Stardew Valley
com.weedmaps.app.android,2,11,"May 28, 2019",YSt9yptZLnOT8ghg,1559016000.0,Medical,66,"This app is a REAL disappointment. It is poorly designed and clunky to use -- and the search came back with no place listed for Wilmington, CA -- OH REALLY? Also, collects too much personal info and the privacy policy is NOT consumer friendly. Only registered to write a review -- and they make that difficult! (Hint, don't hold your breath waiting for that ""confirmation email"")",1,"Weedmaps: Marijuana, Cannabis, CBD & Weed Delivery"
com.sygic.aura,5,0,"May 4, 2021",EVys3oG14JRYf2Gz,1620100800.0,Maps & Navigation,31,if only 6 stars could be given. Deep respect for development team behind latest update. Hoping that stability is on par with performance and easy to use completely redesigned search function.,0,Sygic GPS Navigation & Maps
com.d3p.olympic,1,2,"May 16, 2019",INaVOBpOad4O8kqw,1557979200.0,Role Playing,62,If I could give this a zero I would for having WAY overstepped on the permissions they wanted for my continued participation. EXTEREMLY DISAPPOINTED in this change. They've lost me forever as a customer and player. In fact I'm liquidating my 27k card collection as well. I enjoyed this app and played it for a long time. Self sabotaged yourselves WOTC <8(,1,Magic: Puzzle Quest
com.tapastic,4,0,"April 29, 2019",FABRbdgHuCABs6VI,1556510400.0,Comics,24,"all-in-all a good app only wish that the ""ink currency"" per episode was cheaper or if we could watch ads to view am episode.",0,Tapas – Comics and Novels
com.trpz.travel,3,0,"February 25, 2022",DmkBgOZQKuFtzKeP,1645765200.0,Casino,29,I just got this app so the best I can rate it for now is a 3. I will update the review after I get some experience with it.,0,Match To Win: Win Real Cash
com.intsig.lic.camscanner,1,2,"September 21, 2019",ewWTcbSIL4rHONur,1569038400.0,Productivity,41,We supported by buying premium and you introduced Monthly subscription! We bought the premium version and later you introduced Monthly Subscription! What's the point of buying the premium then? I want my refund. I can't trust your team with my data.,1,CamScanner (License)
com.nttsolmare.game.android.obeyme,5,1,"April 1, 2022",Zk9GDhsYONR9MXKe,1648785600.0,Role Playing,20,I've been playing this since last year! I got bored easily but this doesn't! I love the characters so much.,0,Obey Me! Anime Otome Sim Game
com.google.android.apps.photos,1,262,"February 2, 2022",GOJfgTVF8TlNb6Yp,1643778000.0,Photography,35,Lots of bugs. People option is missing. Memories section is missing. Lots of backed up old pictures are missing. Says that the entire pictures have to be backed up again. So frustrating. Worst experience ever.,0,Google Photos
com.reflectlyApp,5,0,"September 13, 2021",31NfvEDmMFEyKle5,1631505600.0,Health & Fitness,28,This became my friend after I used to chat with myself to release the stresse I had while no friend cared to ask. Thank u my friend ♥️,0,"Reflectly: Diary, Gratitude Journal & Mood Tracker"
net.playq.charmking,4,0,"February 25, 2020",uSbARjMAJgHogt01,1582606800.0,Puzzle,29,"I really enjoy the variety of activities charm king offers. I get impatient waiting for the next game load, to me it's really slow. Charm King keeps my interest",0,Charm King
meteor.test.and.grade.internet.connection.speed,3,9,"January 30, 2021",KPof3sYsBd9COnJr,1611982800.0,Tools,23,"No ads or in ap purchases, but immediately wants to get access to make and manage phone calls - obviously denied. 3 stars.",1,"Meteor: Speed Test for 3G, 4G, 5G Internet & WiFi"
com.duckduckgo.mobile.android,3,0,"January 14, 2022",H1wS9MRsMy1ZCcu9,1642136400.0,Tools,39,"It's ok. But least tie in the import/export compatibility with the primary data thieves i mean browsers most of us at some point bring our history, bookmarks, etc from. Privacy seems better than most of the competition so *shrugs*",1,DuckDuckGo Privacy Browser
com.pearlabyss.blackdesertm.gl,2,0,"March 2, 2022",d9UTwA1MU6aRJSTH,1646197200.0,Role Playing,55,"Eh, started out pretty fun. Plenty of stuff to do, probably too much that doesn't make sense. Once you reach the desert around level 60, the game is garbage. Go from being overpowered to squishy in the matter of a stage. Loses its whole appeal. Played constantly for a few days, reaches the desert, uninstalled.",0,Black Desert Mobile
com.offerup,2,20,"May 22, 2021",sSJEuTlvpeKgpN5W,1621656000.0,Shopping,89,"Great app, however I removed 3 stars due to the lack of options on filtering users who can contact you about buying an item. Currently this app is plagued with scammers, they will say they want to buy the item, then proceed to ask for your cellphone number and do a few social engineering tricks to essentially hijack your phone number for nefarious deeds, that is if you follow through with their requests. There needs to be an option to disallow new users with no reputation from contacting you.",1,OfferUp: Buy. Sell. Letgo.
com.wb.headsup,5,0,"April 2, 2021",YU2uFPPFL9J3EAOP,1617336000.0,Word,30,It is very nice game I recommend you to play this game it is really very nice game me and my family have a lot of fun playing this game.,0,Heads Up!
com.wayfair.wayfair,5,0,"March 17, 2022",4CiDGDDAHEmlKGrd,1647489600.0,Shopping,24,I love Wayfair! Purchased a bed and dresser that I'm very happy with. Now purchasing a rug that is perfect for my living room.,0,Wayfair - Shop All Things Home
org.readera,5,0,"March 15, 2022",ktg1yTjAxxTpZzfT,1647316800.0,Books & Reference,23,Quick to load and easy to use for reading a book. It can search for words in the text as l hoped for.,0,"ReadEra - book reader pdf, epub, word"
com.bose.bosemusic,1,0,"February 7, 2022",v7IQ2F2ib4ef7nrB,1644210000.0,Music & Audio,76,"It's absolutely ridiculous that such expensive headphones (700s) come with no instructions whatsoever, and tries to force you to download this app (luckily you can just find instructions online). Have a look at how much this app tracks you, it's beyond belief. The audacity of charging a premium price for relatively mediocre headphones only to make even more money invading our privacy and selling our personal information. I will never ever buy a bose product again.",1,Bose Music
com.discoverfinancial.mobile,2,0,"September 16, 2020",D5YfZpnFGAl90xaf,1600228800.0,Finance,48,"This app is terrible, especially for a credit card app. It takes forever to load & sometimes it just doesn't. It doesn't make me feel like my info is very safe. I keep all my apps updated & I have a Galaxy Note 9 so what's the problem?",1,Discover Mobile
com.olo.applebees,1,9,"July 10, 2021",22nVgfrUwMVQASk3,1625889600.0,Food & Drink,30,Terrible app it makes you waste a lot of time logging in and updating the app. I only wanted to order some food and not spend 30 minutes doing it,0,Applebee's
com.venmo,4,3,"January 1, 2022",NXINGYVaId4RIYRr,1641013200.0,Finance,85,"Right after installing, the app shows how impersonal it is, then it wants me to sign up with my Facebook account or email so it can hook me up with all my contacts who use it with no option for absolute privacy. I don't think so.K.B. Change of heart 💜. After using Venmo for a few months and learning how to use some of its features, & finding out how secure the program is. I believe it gets a much better rating. 4 🌟🌟🌟🌟 K.B.",1,Venmo
net.supertreat.solitaire,2,8,"May 8, 2019",BLqXbz5JwVRkvXDp,1557288000.0,Card,56,"You have to either wait an hour to ""harvest"" in order to continue playing or you have to pay to continue or enter personal info like your cell number for text msgs, or email or sign up through social media etc to get enough credits. A good game but frustrating once you get to that level.",1,Solitaire Grand Harvest
org.talkingpts.talkingpoints,1,2,"November 2, 2021",uQs5Iuk7dMvN0O5l,1635825600.0,Education,45,"It won't let me log in on my phone/app with my school G account, which is the email I use for it. When I tried to just use my browser to log in it directs me to the app, that won't let me sign in.",0,TEACHERS | TalkingPoints
com.verizon.myfios,4,1,"May 31, 2021",9SdZH1V2C3EZTTk7,1622433600.0,Entertainment,21,"great app, not so user friendly, took a minute to figure of how to add the gift card form of payment.",0,Verizon My Fios
com.opera.browser,1,0,"March 12, 2022",1gL1f4CC9uSd0o73,1647061200.0,Communication,39,"Too close with duck duck censor and Google, possibly related won't let you use independent search engines as default Uninstall. use vivaldi or dolphin plus opera won't let you see your own saved passwords holding them hostage. Stay away",1,Opera Browser: Fast & Private
com.vkontakte.android,1,19,"November 27, 2021",yiybpZG4nHke9pDf,1637989200.0,Social,27,"""I CAN'T LOGIN INTO MY FREE FIRE ACCOUNT THAT BEEN BINDING TO YOUR APP ANYMORE ! PLEASE FIX THIS SO I CAN PLAY FREE FIRE AGAIN !""",0,"VK: music, video, messenger"
com.usaa.mobile.android.usaa,3,2,"May 5, 2021",W5gu3FHX9nHEdd4Q,1620187200.0,Finance,33,"Easy peasy and secure interface. Exactly what we need. ***Now your too-offten updates often take 30-45 minutes to load. Please quit updating our phones.so often. And here we go again, another lengthy update.......",1,USAA Mobile
com.lgeha.nuts,2,0,"December 9, 2020",qyjebXAvu7oLQSao,1607490000.0,Lifestyle,96,"I am not giving this dishwasher app the control over my phone and privacy it demands in order to use it. -Your response is poor. I still would not use such an privacy invading app. You need to rethink and redesign your software to be helpful within proper boundaries. If I needed a plumber I would allow access to my plumbing only and not my telephone, family photos and the GPS code for my car. The only reason I give 2 stars is to update my review and response. I would now give only 1/2 star.",1,LG ThinQ
com.pixeltoys.freeblade,4,66,"July 21, 2020",ZQh1kumb8DK9WjP8,1595304000.0,Action,98,"I really love the game and how you can customize your knight and add different weapons/armor to it, but the reason I'm giving four stars I because I'm logged in to my face book account for multiplayer witch I think you shouldn't have to be just to play against other people, and the other reason is that because Im logged in to my face book account my real name shows up on the leader board. Can you can make it so that I can change my actual username, and/or make it so that you don't have to login?",1,"Warhammer 40,000: Freeblade"
com.aniplex.fategrandorder.en,1,0,"July 18, 2019",DLrrue5Rhe1Oha8A,1563422400.0,Role Playing,39,intro fight was boring with very little actual instructions to how the game functions and the introductory cutscenes thereafter took entirely too long without explaining much and I got bored and uninstalled the game before getting to actual gameplay,0,Fate/Grand Order (English)
com.bingo.scape.android.free,5,1,"January 16, 2019",R3EfkXyJe6SDVGFS,1547614800.0,Casino,45,This bingo game is fun and I absolutely love the extra presentsReally fun bingo variety games. Love this game. . Different games every months. Great effects. This is still my favourite bingo game. I h Lots of fun always a new challenge and new characters,0,Bingo Journey - Lucky Casino
com.gamevilusa.mlbpilive.android.google.global.normal,1,2,"April 7, 2019",JNmwVpLjO9QtdUCD,1554609600.0,Sports,31,"took forever to log in, then didn't matter what name I picked, it KEPT saying,""name taken""... I was making up team names & syill said ""name taken"" VERY FRUSTRATING.. NO STARS",0,MLB Perfect Inning 2021
com.mkarpenko.worldbox,3,0,"February 12, 2022",mBJPR8xNlA5fVeiB,1644642000.0,Simulation,22,The game is awesome but I have 19 bucks in my google play but in game it only says I have31 cents,0,WorldBox - Sandbox God Simulator
jp.co.translimit.castle,3,1,"March 22, 2020",J29tKk0rdOMd7iM7,1584849600.0,Simulation,32,"The Game always crashes when I'm in the middle of a battle, but all in all the game is pretty good. The only issue about it crashing so could you fix that.",0,Craft Warriors
com.vzw.hss.myverizon,1,67,"December 30, 2021",mJpzauSYMWyl06pA,1640840400.0,Tools,54,"Constantly ""updating"" their system to force the user in to sharing all you information. Opting out of sharing is only a stopgap because the next update automatically enables sharing. Their service is horrible. Their network is terrible. Their cost is the highest. Verizon is absolutely horrendous and the worst mistake I've made with mobile",1,My Verizon
